,BehaviorTest,Animal #,Notes,TestCategory,Date,Time
787,Intake,A0058915433,7/15/2025 easily handled,Staff Observation,7/15/2025,06:57 PM
788,Focus Group,A0053623485,7/16/2025 Need more information from previous adopter regarding behavior issues.  Not noted in memo or behavior at this time. ,Staff Observation,7/16/2025,06:47 AM
789,Intake,A0058911318,7/16/2025 easily handled,Staff Observation,7/16/2025,02:24 PM
790,Intake,A0058916541,7/16/2025 easily handled,Staff Observation,7/16/2025,03:15 PM
791,Intake,A0058916889,7/16/2025 easily handled in the kennel. Wiggly but easily handled during the intake exam. ,Staff Observation,7/16/2025,03:19 PM
792,Intake,A0058907750,"7/16/2025 Friendly coming out of the kennel & able to walk to exam room for intake, but started to become aggressive when performing physical exam. Began growling & hard staring as his skin/coat was being checked down the length of his back (possible BH issues), then began guarding Allie. Anytime anyone tried to approach Allie he would lunge, snarl & continue hard staring. ",Staff Observation,7/16/2025,05:18 PM
793,Intake,A0058820168,7/16/2025 leveling down to L2-SF is doing much better now the only problem he seems to be having is walking on leash. He's not accustomed to leashes completely shuts down when leashed. ,Staff Observation,7/16/2025,05:31 PM
794,Daily Observations,A0058673772,7/16/2025 Took Little Sally walker out for a dog test. Upon exiting the kennel she began grabbing my leash. As we walked she grabbed my pants and shirt with her mouth. Was difficult to redirect. Take a toy if getting her out. Continued to escalate mouthiness while in the yard until another dog was brought out. ,Staff Observation,7/16/2025,06:37 PM
795,Intake,A0058927320,7/17/2025 easily handled during exam.,Staff Observation,7/17/2025,03:15 PM
796,Intake,A0058927325,7/17/2025 easily handled during exam.,Staff Observation,7/17/2025,03:28 PM
797,Intake,A0058927329,7/17/2025 easily handled during exam.,Staff Observation,7/17/2025,03:34 PM
798,Intake,A0058927336,7/17/2025 scared but easily handled during exam.,Staff Observation,7/17/2025,03:53 PM
799,Intake,A0058920051,7/17/2025 easily handled while in intake and during exam.,Staff Observation,7/17/2025,04:14 PM
800,Intake,A0053623474,7/17/2025 easily handled while in intake and during exam.,Staff Observation,7/17/2025,05:15 PM
801,Level Up/ Acronym Change,A0058574390,"7/18/2025 Very skittish and Unsure , leveling up ",Leveling,7/18/2025,11:25 AM
802,Intake,A0057311730,7/18/2025 Easily handled while in intake and during exam.,Staff Observation,7/18/2025,01:33 PM
803,Intake,A0058935741,7/18/2025 easily handled during intake.,Staff Observation,7/18/2025,01:45 PM
804,Intake,A0058929784,7/18/2025 Easily handled while in intake and during exam.,Staff Observation,7/18/2025,03:08 PM
805,Intake,A0058932264,7/18/2025 Easily handled while in intake and during exam.,Staff Observation,7/18/2025,05:18 PM
806,Intake,A0058923804,7/19/2025 Easily handled while intake and during exam.,Staff Observation,7/19/2025,01:41 PM
807,Intake,A0058923964,7/19/2025 Easily handled while in intake and during exam.,Staff Observation,7/19/2025,01:49 PM
808,Intake,A0058936565,"7/19/2025 Frozen, whale eye, very scared, lots of lip licking. fine being handled just needs encouragement. easily handled for exam.",Staff Observation,7/19/2025,03:22 PM
809,Intake,A0058938147,7/19/2025 easily handled while in intake and during exam.,Staff Observation,7/19/2025,03:42 PM
810,Intake,A0053601345,7/19/2025 easily handled while in intake. muzzled for precaution does not like being vetted during exam.,Staff Observation,7/19/2025,05:01 PM
811,Intake,A0058937667,7/19/2025 easily handled while in intake and during exam.,Staff Observation,7/19/2025,05:28 PM
812,Intake,A0058943859,"7/20/2025 will not walk shaking, was shut down but easily handled during the intake exam ",Staff Observation,7/20/2025,03:34 PM
813,Daily Observations,A0058262189,"7/20/2025 Showing signs of kennel stress. Jumping, barking. ",Staff Observation,7/20/2025,03:37 PM
814,Daily Observations,A0058679072,"7/20/2025 Showing signs of kennel stress. Pacing, barking.",Staff Observation,7/20/2025,03:38 PM
815,Intake,A0058943849,"7/20/2025 Shut down, does not want to walk and has to be carried. During the intake exam low tail wags but still not wanting to walk otherwise easily handledSigns of stress/fearstartles easilyFrozen/Stuck in place",Staff Observation,7/20/2025,03:47 PM
816,Daily Observations,A0058916889,7/20/2025 Showing signs of kennel stress,Staff Observation,7/20/2025,04:09 PM
817,Daily Observations,A0058706791,7/20/2025 Showing signs of kennel stress,Staff Observation,7/20/2025,04:12 PM
818,Daily Observations,A0058412684,"7/20/2025 Showing signs of kennel stress, jumping, barking",Staff Observation,7/20/2025,04:13 PM
819,Intake,A0058940286,7/20/2025 Easily handled while in intake and during exam.,Staff Observation,7/20/2025,04:15 PM
820,Intake,A0058943403,7/20/2025 easily handled,Staff Observation,7/20/2025,04:35 PM
821,Intake,A0058944309,"7/20/2025 cannot be handled, Lunges at kennel door when approached, partial on catch poleHacklesAlarm barkingGrowlingLifting lip/showing teeth",Staff Observation,7/20/2025,04:49 PM
822,Intake,A0058943866,7/20/2025 easily handled,Staff Observation,7/20/2025,04:57 PM
823,Intake,A0058941410,7/20/2025 shy coming out but easily handled. shakes uncontrollably and very tense during exam but still easily handled. no aggression.,Staff Observation,7/20/2025,04:57 PM
824,Intake,A0058937435,7/21/2025 Easily handled while in intake and during exam.,Staff Observation,7/21/2025,02:57 PM
825,Focus Group,A0058820818,"7/22/2025 Need more information regarding the bite that landed him on bite quarantine. 7/22 LR & MWEasy in and out of his kennel. Jumpy/mouthy. Very playful and affectionate. No stranger danger seen in an office full of strangers, nor with strangers walking by. Wants to say hello and give everyone a hug. Knows sit. Rec: L2-JM",Staff Observation,7/22/2025,08:46 AM
826,Focus Group,A0058846611,"7/22/2025 Determine placement options.  7/22 LR & MWGo slow. Easy in and out of her kennel. Very shy, tail tucked. We gave her some space in the play yard and allowed her to come to us for quick sniffs. She eventually allowed us to pet her. Wiggly with lots of tail wags when passing by Mike's kennel.   Rec: L3-SF/H and DECOM Trazodone ",Staff Observation,7/22/2025,08:49 AM
827,Focus Group,A0058846624,"7/22/2025 Easy in and out of his kennel. Super wiggly, cuddly, and playful. Puppy. Rec: L1-H",Staff Observation,7/22/2025,10:47 AM
828,Intake,A0058948806,"7/22/2025 Easily handled in intake kennel. Muzzled for precaution during exam. Does not like being vetted, could not complete HW test due to flailing. Will need HW test at time of surgery. ",Staff Observation,7/22/2025,01:26 PM
829,Intake,A0058948812,7/22/2025 Easily handled in intake kennel & during exam.,Staff Observation,7/22/2025,03:20 PM
830,Focus Group,A0058668136,"7/22/2025 Easy in and out of her kennel. Uneasy walking through the kennel, hackles up passing by barking dogs. Sniffed around the play yard for a few minutes. Allowed lots of pets all over. Playful, gets really cute zoomies. Affectionate. k Rec: L2-OA, level down",Staff Observation,7/22/2025,03:21 PM
831,Request Level Change (Down),A0058668136,"7/22/2025 Easy in and out of her kennel. Uneasy walking through the kennel, hackles up passing by barking dogs. Sniffed around the play yard for a few minutes. Allowed lots of pets all over. Playful, gets really cute zoomies. Affectionate. kRec: L2-OA, level down No change at this time. Went to foster home. MH",Leveling,7/22/2025,03:24 PM
832,Request Level Change (Down),A0058820818,"7/22/2025 7/22 LR & MWEasy in and out of his kennel. Jumpy/mouthy. Very playful and affectionate. No stranger danger seen in an office full of strangers, nor with strangers walking by. Wants to say hello and give everyone a hug. Knows sit.Rec: L2-JM/H Lane changed level to L2- H/ JM",Leveling,7/22/2025,03:50 PM
833,Intake,A0058953982,7/22/2025 easily handled,Staff Observation,7/22/2025,05:01 PM
834,Intake,A0058950523,7/22/2025 Easily handled in intake kennel & during exam. ,Staff Observation,7/22/2025,05:12 PM
835,Intake,A0058950641,7/22/2025 Easily handled in intake kennel & during exam. ,Staff Observation,7/22/2025,05:15 PM
836,Intake,A0058952168,7/22/2025 easily handled,Staff Observation,7/22/2025,05:21 PM
837,Intake,A0053618691,7/23/2025 Easily handled in intake kennel & during exam. ,Staff Observation,7/23/2025,01:26 PM
838,Intake,A0058956070,7/23/2025 Easily handled in intake kennel & during exam. ,Staff Observation,7/23/2025,03:26 PM
839,Intake,A0058956679,"7/23/2025 Very hyperactive in kennel & during exam. Constantly jumping, unable to focus & constantly jumping. ",Staff Observation,7/23/2025,03:59 PM
840,Intake,A0058961127,7/23/2025 very nervous and shaking in the kennel. Still nervous but opened up a little more once in the exam room. Signs of stress/fearStartles easily,Staff Observation,7/23/2025,04:24 PM
841,Intake,A0058962398,7/23/2025 Easily handled in intake kennel & during exam.,Staff Observation,7/23/2025,04:27 PM
842,Intake,A0058970456,7/24/2025 easily handled while in intake and during exam.,Staff Observation,7/24/2025,05:08 PM
843,Intake,A0058970450,7/24/2025 a little shy but easily handled while in intake and during exam.,Staff Observation,7/24/2025,05:23 PM
844,Intake,A0058964897,7/24/2025 easily handled while in intake and during exam.,Staff Observation,7/24/2025,05:41 PM
845,Focus Group,A0057301164,"7/25/2025 See return notes Focus Group: Easily leashed and retrieved. Very friendly/loose/wiggly when interacting with both Maddie and I. Introduced him to Booker to assess interactions with men. Readily greeted Booker and solicited attention. Friendly in the yard and did not show any concerning behaviors in the hallway while walking past different people, male or female. We took him to the parking lot and he had no reaction to any passing cars or cars leaving. ",Staff Observation,7/25/2025,07:44 AM
846,Intake,A0058970953,7/25/2025 Easily handled in intake kennel & during exam. ,Staff Observation,7/25/2025,03:57 PM
847,Intake,A0058972613,7/25/2025 Easily handled in intake kennel & during exam.,Staff Observation,7/25/2025,04:36 PM
848,Intake,A0058978092,7/25/2025 Easily handled in intake kennel & during exam. ,Staff Observation,7/25/2025,05:27 PM
849,Intake,A0058973981,7/25/2025 Easily handled in intake kennel & during exam. ,Staff Observation,7/25/2025,05:41 PM
850,Intake,A0058978189,7/25/2025 easily handled while in intake and during exam.,Staff Observation,7/25/2025,05:52 PM
851,Intake,A0058978213,7/25/2025 easily handled while in intake and during exam.,Staff Observation,7/25/2025,06:18 PM
852,Intake,A0058978654,7/26/2025 A little head shy when leashing/handling but no aggression shown. Ducks around the leash but once it's on he's fine being walked/handled.Easily handled during exam. ,Staff Observation,7/26/2025,02:32 PM
853,Daily Observations,A0057969563,7/26/2025 Showing signs of kennel stress,Staff Observation,7/26/2025,03:32 PM
854,Daily Observations,A0058728393,7/26/2025 Showing signs of kennel stress,Staff Observation,7/26/2025,03:33 PM
855,Daily Observations,A0058535722,7/26/2025 Showing signs of kennel stress ,Staff Observation,7/26/2025,03:40 PM
856,Request Level Change (Down),A0058612311,"7/27/2025 Kennel tech recommend level down- does not show any SF behavior No change at this time. Still unsure with new people. Would not get off bed. Presented treat. Took treats gently, but remained on bed. -NL",Leveling,7/27/2025,12:58 PM
857,Intake,A0058985496,7/27/2025 Easily handled while in intake and during exam.,Staff Observation,7/27/2025,02:44 PM
858,Write Up,A0058763780,"7/27/2025 Leveled up to L2-RG: Animal care specialist reported that Jolly Boy was fine when the kennel door was initially opened. However, once Jolly Boy realized his bowl was being pulled, he bared his teeth and lunged towards the animal care specialist.",Staff Observation,7/27/2025,02:55 PM
859,Intake,A0058988613,7/27/2025 Timid but easily handled after a minute. Doesn't like to be vetted but no aggression shown.,Staff Observation,7/27/2025,03:18 PM
